FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Federico,Fernandez,DEF,NEW,4700000,0,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,170914,2,26,0,0,0,0,0,7.2,441,-3,0,34,3,0,0,0,4,0,3,0,0,0.5,96479,1,-1,0,0,1381,34,0,0,252,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,2.4,1.9,1.9,1.7,1.6,1.5,2,2,2,1.8,2.6,1.8,1.9,40
,Fernandinho,DEF,MCI,5400000,9,37,1.54166666666667,2.85493827160494E-07,6.85185185185185E-06,0,111223,1,3,0,0,0,0,0,6.9,257,-1,0,37,1,0.5,0,2.6,5,0,4,0,0,0.7,60118,0,-1,0,1,608,1084,0,0,156,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,1.2,2.9,2.2,1.1,0,1,0.9,1.1,0,0.8,0.9,0.8,0.9,0.8,22.2
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,-1,0,0,0,10,0,0,0,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,1,2.08333333333333E-07,6.25E-07,0,2446,0,2,0,0,0,0,0,0.6,3,-2,0,3,2,0,0,0,0,0,0,0,0,0,928,0,-1,0,0,61,0,0,0,16,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ryan,Finnigan,MID,SOU,4500000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,-1,0,0,0,15,0,0,0,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,FWD,LIV,9200000,2,95,3.8,4.1304347826087E-07,1.03260869565217E-05,0,974382,1,32,0,0,0,6,0,10.3,20738,-3,1,95,3,0.4,0,3.7,10,0,6,0,5,4.9,983028,0,-1,0,1,1965,5413,-1,0,403,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,3.5,7.9,3.9,3.5,0,3.8,3.3,4.1,4.8,4,4.3,4.5,3.7,5.1,196.6
John,Fleck,MID,SHU,5600000,2,42,2.3,4.10714285714286E-07,7.5E-06,0,42408,2,25,0,0,0,0,0,7.5,135,-4,0,42,4,0.4,0,2,1,0,1,0,3,0.1,12512,0,-1,0,0,1414,77,0,0,205,Fulham,Liverpool,Aston Villa,Southampton,Leicester,1.7,2.7,1.9,1.3,0,1.5,1.5,1.3,1.7,1.3,1.8,1.8,1.5,2.1,66.3
Phil,Foden,MID,MCI,6100000,0,94,3.91666666666667,6.4207650273224E-07,1.54098360655738E-05,0,1839595,0,8,0,0,0,6,0,15.4,43175,-4,0,94,4,0.7,0,4.4,12,0,6,0,5,10.8,2326293,0,-1,0,3,1199,44016,0,0,327,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,3.3,8,7.3,3.8,0,3.2,3.7,2.9,0,2.8,4.1,3.6,3.7,3.7,135.7
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,8366,0,0,0,0,0,0,0,0,105,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2926,0,-1,0,0,0,49,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,49,3.1,6.2E-07,9.8E-06,0,112148,4,16,0,0,0,0,0,9.8,1197,0,0,49,0,0.1,0,0.5,4,0,5,0,1,0.3,124742,0,-1,0,1,1390,63,0,0,283,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,3.4,2.9,0,4.1,3.7,3.2,3.1,2.6,2.5,3.7,2.7,2.6,44.4
Pablo,Fornals,MID,WHU,5900000,4,80,3.6,6.10169491525424E-07,1.35593220338983E-05,0,264411,3,19,0,0,0,2,0,13.6,645,-6,0,80,6,0.3,0,1.5,7,0,7,0,6,0.6,275468,0,-1,0,0,1618,196,0,0,241,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,2.9,2.1,3.1,2.7,3,3,2.5,3.4,3.4,3.9,3,3.5,3.8,3.5,83.1
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1972,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,475,0,-1,0,0,0,30,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.260869565217391,6.52173913043478E-08,1.5E-06,0,290332,0,0,0,1,0,0,0,1.5,9827,0,0,6,0,0,0,0,0,0,1,0,0,5.8,648682,0,-1,0,0,90,4830,0,0,24,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0.2,0.1,0.2,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,10292,1,2,0,0,0,0,0,0,37,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,0,0,0,17,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9713,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,0,0,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,1,27,1.125,2.00892857142857E-07,4.82142857142857E-06,0,78780,0,14,0,0,0,0,0,4.8,50,-4,0,27,4,0.3,0,1.5,0,0,2,0,3,0.2,16658,0,-1,0,0,619,36,0,1,110,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,49.1
,Fred,MID,MUN,5300000,2,39,2.1,3.9622641509434E-07,7.35849056603774E-06,0,27060,3,18,0,0,0,0,0,7.4,266,-2,0,39,2,0.3,0,1.8,0,0,7,0,0,0.2,22493,0,-1,0,0,1491,325,0,0,247,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,1.5,2.6,1,1.2,0,1.3,1.3,1.6,1.5,1,1.2,1,1.3,1.3,63.1
Ryan,Fredericks,DEF,WHU,4200000,0,23,0.958333333333333,2.28174603174603E-07,5.47619047619048E-06,0,53930,2,7,0,0,0,1,0,5.5,326,-3,0,23,3,0.5,0,2,0,0,1,0,1,0.2,22426,0,-1,0,0,439,388,0,0,111,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.5,0.7,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,0,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1,2.22222222222222E-07,5.33333333333333E-06,0,41743,4,9,0,0,0,0,0,5.3,293,0,0,24,0,0,0,0,2,0,3,0,0,0.2,43844,0,-1,0,0,701,235,0,0,112,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0.7,1,0.6,0.5,0,0.8,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,19.2
Darnell,Furlong,DEF,WBA,4500000,6,48,2.2,4.88888888888889E-07,1.06666666666667E-05,0,50464,2,42,0,0,0,1,0,10.7,405,0,0,48,0,0.3,0,1.3,2,0,3,0,2,0.2,53645,1,-1,0,0,1761,1474,0,0,257,Burnley,Brighton,Everton,Newcastle,Crystal Palace,1.7,2.9,1.6,1.7,0,1.5,1.6,2,2.1,2.5,2.2,2.2,2.1,1.7,66
,Gabriel,DEF,ARS,5000000,0,51,3.4,6.8E-07,1.02E-05,0,1162740,1,17,0,0,0,2,0,10.2,2589,0,0,51,0,0.1,0,0.7,6,0,3,0,0,4.7,1024333,0,-1,0,1,1276,480,0,1,258,Man City,Leicester,Burnley,Tottenham,West Ham,4.7,3.9,3.4,3.2,4.1,4.1,3.3,3.6,2.5,3.1,3.8,3,3.4,3.3,52.4
Conor,Gallagher,MID,WBA,5500000,3,48,2.5,4.54545454545455E-07,8.72727272727273E-06,0,17556,8,32,0,0,0,2,0,8.7,188,0,0,48,0,0.3,0,1.8,3,0,3,0,1,0.1,19192,0,-1,0,0,1625,220,0,0,220,Burnley,Brighton,Everton,Newcastle,Crystal Palace,2.3,3.4,2,1.5,0,1.7,2,1.7,1.6,2,1.8,1.4,1.7,1.9,63.2
Eric,Garcia,DEF,MCI,4700000,0,3,0.125,2.65957446808511E-08,6.38297872340426E-07,0,25237,0,6,0,0,0,0,0,0.6,152,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,11370,0,-1,0,0,200,78,0,0,35,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0.1,0.2,0.2,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6907,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,1,17,0.708333333333333,1.20056497175141E-07,2.88135593220339E-06,0,7771,0,5,0,0,0,1,0,2.9,144,-1,0,17,1,0.1,0,0.8,3,0,0,0,0,0,7055,0,-1,0,0,169,300,0,0,54,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.2
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,19928,0,0,0,0,0,0,0,0,123,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4988,0,-1,0,0,0,0,0,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,-1,0,0,0,13,0,0,0,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,-1,0,0,0,169,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,0,5,0.208333333333333,4.84496124031008E-08,1.16279069767442E-06,0,53056,1,25,0,0,0,0,0,1.2,258,-2,0,5,2,0,0,0.2,0,0,0,0,0,0.2,10480,0,-1,0,0,810,14,0,1,107,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.8
Morgan,Gibbs-White,MID,WOL,4900000,0,4,0.166666666666667,3.40136054421769E-08,8.16326530612245E-07,0,930,0,1,0,0,0,0,0,0.8,17,-1,0,4,1,0,0,0.2,0,0,0,0,0,0,707,0,-1,0,0,95,14,0,0,18,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,19584,0,0,0,0,0,0,0,0,50,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6239,0,-1,0,0,0,0,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Gillespie,GLK,NEW,4300000,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,36,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2545,0,-1,0,0,0,24,0,0,0,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4400000,0,2,0.0833333333333333,1.89393939393939E-08,4.54545454545455E-07,0,16389,0,0,0,0,0,0,0,0.5,112,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,10195,0,-1,0,0,34,79,0,0,10,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Olivier,Giroud,FWD,CHE,6700000,0,42,1.75,2.61194029850746E-07,6.26865671641791E-06,0,284226,1,5,0,0,0,4,0,6.3,7436,-3,0,42,3,0.3,0,2.2,6,0,3,0,0,1.4,266679,0,-1,0,1,637,3192,0,0,137,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1,2.4,1,1.2,0,1.4,1.3,1.2,0.9,1.2,0.9,1.1,1,0.9,61.5
Ben,Godfrey,DEF,EVE,5000000,6,44,2.6,5.2E-07,8.8E-06,0,33437,4,20,0,0,0,0,0,8.8,595,0,0,44,0,0.4,0,2.1,1,0,4,0,1,0.3,54190,0,-1,0,0,1499,4191,0,0,260,Liverpool,Southampton,West Brom,Chelsea,Burnley,3.1,4.8,2.2,1.8,0,2.3,2.7,1.8,3.1,2.2,3,2,2.8,3.4,40.5
Claudio,Gomes,MID,MCI,4500000,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,-1,0,0,0,22,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5200000,0,10,1.4,2.69230769230769E-07,1.92307692307692E-06,0,376568,0,14,0,0,0,0,0,1.9,318,-3,0,10,3,0,0,0,0,0,0,0,0,1.1,109439,0,-1,0,0,589,22,0,0,94,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,1.1,1,0.8,0.7,1,0.8,1,0.8,1,12.5
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,-1,0,0,0,0,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,MID,EVE,4300000,0,3,1,2.32558139534884E-07,6.97674418604651E-07,0,138871,0,0,0,0,0,0,0,0.7,676,-2,0,3,2,0,0,0,0,0,0,0,0,0.5,112153,0,-1,0,0,87,0,0,0,11,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Kyron,Gordon,DEF,SHU,4000000,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,-1,0,0,0,64,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlan,Grant,FWD,WBA,5700000,0,36,2.2,3.85964912280702E-07,6.31578947368421E-06,0,13301,1,24,0,0,0,1,0,6.3,128,-3,0,36,3,0.2,0,1.2,3,0,3,0,0,0,14165,0,-1,0,0,1076,161,0,0,92,Burnley,Brighton,Everton,Newcastle,Crystal Palace,1.6,3.1,2.2,2,0,1.3,1.8,1.8,1.4,1.7,1.7,1.9,1.4,1.8,41
Lee,Grant,GLK,MUN,4000000,0,0,0,0,0,0,5233,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8187,0,-1,0,0,0,88,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai,Gray,MID,LEI,5100000,0,1,1,1.96078431372549E-07,1.96078431372549E-07,0,14113,0,0,0,0,0,0,0,0.2,25,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,2724,0,-1,0,0,18,0,0,0,3,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Jack,Grealish,MID,AVL,7700000,0,129,5.9,7.66233766233766E-07,1.67532467532468E-05,0,3722110,6,24,0,0,0,6,0,16.8,304202,7,0,129,-7,0.5,0,4,13,0,12,0,12,33.4,5318533,0,-1,0,2,1977,18706,0,0,495,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,7.1,7.2,6,6.8,5.8,5.6,7.5,7.9,5.3,6,6.4,6.8,249.1
Mason,Greenwood,MID,MUN,7000000,1,40,1.66666666666667,2.38095238095238E-07,5.71428571428571E-06,0,719541,1,17,0,0,0,1,0,5.7,1392,-5,0,40,5,0.3,0,2.2,0,0,3,0,1,1.9,328285,0,-1,0,0,1012,1133,0,0,133,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,1,1.7,0.8,0.8,0,0.9,0.9,1.1,1,0.8,0.8,0.8,0.9,0.9,62.9
Kamil,Grosicki,MID,WBA,5200000,0,8,0.333333333333333,6.41025641025641E-08,1.53846153846154E-06,0,7713,0,5,0,0,0,0,0,1.5,18,-3,0,8,3,0,0,0,0,0,0,0,1,0,962,0,-1,0,0,147,12,0,0,29,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Pascal,Gro?,MID,BHA,5800000,2,71,3.4,5.86206896551724E-07,1.22413793103448E-05,0,115224,1,14,0,0,0,2,0,12.2,611,-2,0,71,2,0.7,0,4.2,9,0,6,0,4,0.3,114625,0,-1,0,0,1333,473,0,0,308,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,2.9,3.7,2.2,2.9,3.2,2.6,2.6,2.9,4.2,2.6,2.9,2.7,2.3,3,127.6
Jay-Roy,Grot,MID,LEE,4700000,0,0,0,0,0,0,3528,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0,1206,0,-1,0,0,0,0,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente,Guaita,GLK,CRY,4800000,3,81,3.2,6.66666666666667E-07,1.6875E-05,0,461731,2,43,0,79,0,0,0,16.9,3588,-2,0,81,2,0.7,0,3.2,10,0,4,0,0,3.2,469011,0,-1,1,3,2250,1491,0,0,429,Brighton,Fulham,Man Utd,Tottenham,West Brom,3,7.2,2.8,3.8,0,2.8,3.1,2.2,3.2,4.7,2.6,3.8,3.9,3.5,58.9
Johann Berg,Gudmundsson,MID,BUR,5400000,0,35,1.45833333333333,2.70061728395062E-07,6.48148148148148E-06,0,18842,1,9,0,0,0,2,0,6.5,582,-1,0,35,1,0.6,0,3.1,3,0,3,0,0,0.1,16168,0,-1,0,0,747,11,0,0,111,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,1,0,0.7,0.8,0.7,0.7,0.7,0.9,0.7,0.7,1.2,31.1
Matteo,Guendouzi,MID,ARS,4700000,0,0,0,0,0,0,13106,0,0,0,0,0,0,0,0,15,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2725,0,-1,0,0,0,0,0,0,0,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4300000,0,0,0,0,0,0,9885,0,0,0,0,0,0,0,0,33,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2055,0,-1,0,0,0,0,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilkay,Gundogan,MID,MCI,6100000,3,126,5.25,8.60655737704918E-07,2.0655737704918E-05,0,581772,0,4,0,0,0,11,0,20.7,37377,6,0,126,-6,1.4,1,8.6,20,0,12,0,2,32.4,3091710,0,-1,0,6,1463,128800,0,0,462,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,5.2,12.3,11.2,5.9,0,5,5.8,4.6,0,4.5,6.2,5.6,5.7,5.7,155.6
Angus,Gunn,GLK,SOU,4300000,0,0,0,0,0,0,18531,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2885,0,-1,0,0,0,0,0,0,0,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antwoine,Hackford,FWD,SHU,4400000,0,1,0.0416666666666667,9.46969696969697E-09,2.27272727272727E-07,0,8165,0,0,0,0,0,0,0,0.2,949,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,16375,0,-1,0,0,10,1698,0,0,3,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Sebastien,Haller,FWD,WHU,6100000,0,41,2.6,4.26229508196721E-07,6.72131147540984E-06,0,93577,0,12,0,0,0,3,0,6.7,107,-4,0,41,4,0,0,0,4,0,3,0,0,0.2,60525,0,-1,0,0,932,0,0,0,113,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2
Rekeem,Harper,MID,WBA,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,84202,0,2,0,0,0,0,0,0.5,411,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,66429,0,-1,0,0,30,0,0,0,7,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Jack,Harrison,MID,LEE,5500000,2,98,4.3,7.81818181818182E-07,1.78181818181818E-05,0,538006,2,38,0,0,0,6,0,17.8,25764,0,0,98,0,0.7,0,4.1,8,0,7,0,4,3.2,680656,0,-1,0,2,1880,2993,0,0,335,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,8.5,3.3,4.2,4.1,4.9,5.8,3.1,3.2,3,4.8,3.6,5.3,4.2,4.7,148.6
,Harry Wilson,MID,LIV,5100000,0,0,0,0,0,0,6152,0,0,0,0,0,0,0,0,5,-4,0,0,4,0,0,0,0,0,0,0,0,0,502,0,-1,0,0,0,0,0,0,0,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,TOT,4300000,0,0,0,0,0,0,45722,0,0,0,0,0,0,0,0,288,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,13216,0,-1,0,0,0,144,0,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,Harwood-Bellis,DEF,MCI,4000000,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,-1,0,0,0,0,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,0,28,1.27272727272727,2.89256198347107E-07,6.36363636363636E-06,0,76416,1,1,0,0,0,1,0,6.4,567,-1,0,28,1,0,0,0,3,0,3,0,0,0.2,80330,0,-1,0,1,360,13,0,0,89,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0.6,0.6,0.8,1,1.2,0.8,0.7,0.7,0.7,0.7,0.6,14.2
Kai,Havertz,MID,CHE,8200000,0,45,1.875,2.28658536585366E-07,5.48780487804878E-06,0,1300062,2,12,0,0,0,1,0,5.5,1034,-3,0,45,3,0.1,0,0.7,0,0,4,0,3,2.4,568862,0,-1,0,0,979,471,0,0,159,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1,1.8,1.1,1.1,0,1.4,0.9,1.2,1,1.2,0.9,1.1,0.9,0.9,55.8
Isaac,Hayden,MID,NEW,4600000,1,33,1.6,3.47826086956522E-07,7.17391304347826E-06,0,9869,7,31,0,0,0,0,0,7.2,46,-4,0,33,4,0.4,0,2,0,0,3,0,0,0,5196,0,-1,0,0,1630,86,0,0,179,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.8,1,1,0.8,0.9,0.8,1.1,0.8,0.8,0.8,0.8,0.8,1.6,1,44.7
Kaine,Hayden,MID,AVL,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-1,0,0,0,12,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Heaton,GLK,AVL,4500000,0,0,0,0,0,0,6052,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4853,0,-1,0,0,0,106,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Hector,DEF,FUL,4100000,0,0,0,0,0,0,23486,2,10,0,0,0,0,0,0,110,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,8065,0,-1,0,0,262,124,0,0,32,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
,Hegazi,DEF,WBA,4100000,0,6,6,1.46341463414634E-06,1.46341463414634E-06,0,86955,0,0,0,0,0,0,0,1.5,36,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,13027,0,-1,0,0,90,0,0,0,24,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dean,Henderson,GLK,MUN,5200000,0,5,0.208333333333333,4.00641025641026E-08,9.61538461538461E-07,0,142254,1,3,0,11,0,0,0,1,450,-3,0,5,3,0,0,0,0,0,0,0,0,1.3,16838,0,-1,0,0,225,57,0,0,38,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.5
